id,account_number,symbol,client_order_id,side,executions,type,state,average_price,filled_asset_quantity,created_at,updated_at,market_order_config,limit_order_config,stop_loss_order_config,stop_limit_order_config
c6bd4938-1256-4293-a434-012a3c174fcc,6942615c-e4a5-4e82-bc93-bf37f6894ec4,NVDA,52b0ff2f-477c-47dd-93ff-0f80342a3ac2,sell,"{'effective_price': '493.19', 'quantity': '11.09', 'timestamp': '2024-10-31T23:41:32.932830'}",stop_loss,cancelled,1587.31,26.65,2024-10-31T23:41:32.932830,2024-11-01T01:26:32.932830,{'asset_quantity': 78.61},"{'quote_amount': 7984.64, 'asset_quantity': 41.95, 'limit_price': 247.16, 'time_in_force': 'day'}","{'quote_amount': 5163.76, 'asset_quantity': 52.4, 'stop_price': 119.11, 'time_in_force': 'day'}","{'quote_amount': 5669.54, 'asset_quantity': 99.51, 'limit_price': 1823.31, 'stop_price': 792.04, 'time_in_force': 'gtc'}"
330a780f-770f-48a9-8d93-b985a6b31018,88bc7f30-65fa-4e35-a9ad-a1e1fdf43eb4,GOOGL,24405e0f-f39c-48a5-8a34-279e3d3ef442,buy,"{'effective_price': '854.69', 'quantity': '40.81', 'timestamp': '2024-11-21T23:32:30.932988'}",stop_limit,cancelled,587.8,2.34,2024-11-21T23:32:30.932988,2024-11-21T23:50:30.932988,{'asset_quantity': 85.55},"{'quote_amount': 4908.47, 'asset_quantity': 50.1, 'limit_price': 803.22, 'time_in_force': 'gtc'}","{'quote_amount': 9659.67, 'asset_quantity': 27.98, 'stop_price': 1237.11, 'time_in_force': 'gtc'}","{'quote_amount': 3848.18, 'asset_quantity': 2.95, 'limit_price': 301.25, 'stop_price': 101.63, 'time_in_force': 'gtc'}"
dcd83ab2-c53c-46e6-b650-461ec523ef25,722dbfa6-f6b9-4e37-97b6-b8dfc77ec70a,DIS,fdb52d66-e0ec-49e8-a160-679191863886,sell,"{'effective_price': '669.52', 'quantity': '44.04', 'timestamp': '2024-11-16T21:17:18.933066'}",stop_loss,cancelled,1796.77,3.99,2024-11-16T21:17:18.933066,2024-11-16T22:56:18.933066,{'asset_quantity': 86.05},"{'quote_amount': 1392.54, 'asset_quantity': 14.01, 'limit_price': 456.91, 'time_in_force': 'gtc'}","{'quote_amount': 9696.12, 'asset_quantity': 70.04, 'stop_price': 708.09, 'time_in_force': 'day'}","{'quote_amount': 7648.36, 'asset_quantity': 19.49, 'limit_price': 1762.96, 'stop_price': 305.92, 'time_in_force': 'day'}"
b849fb8c-c71c-4e09-a559-442567222698,28694f18-482c-4c62-9709-f73064aa6cdb,NVDA,673e80d9-b921-4b92-85a9-0ed37f76ffe8,buy,"{'effective_price': '142.59', 'quantity': '50.76', 'timestamp': '2024-11-09T02:28:43.933125'}",stop_loss,closed,404.76,94.39,2024-11-09T02:28:43.933125,2024-11-09T02:58:43.933125,{'asset_quantity': 15.75},"{'quote_amount': 7728.7, 'asset_quantity': 66.46, 'limit_price': 1544.3, 'time_in_force': 'day'}","{'quote_amount': 9494.7, 'asset_quantity': 53.34, 'stop_price': 1249.36, 'time_in_force': 'gtc'}","{'quote_amount': 4622.31, 'asset_quantity': 45.97, 'limit_price': 1860.54, 'stop_price': 311.07, 'time_in_force': 'gtc'}"
3c3f9304-e34f-4917-97d7-efe05f2faed1,9c2ebb8e-cc22-4223-9280-f015eb967060,DIS,3e1f4b09-c8c2-4ade-817a-4b516a78660b,sell,"{'effective_price': '1808.59', 'quantity': '70.86', 'timestamp': '2024-11-09T20:26:10.933213'}",stop_loss,closed,1018.92,87.5,2024-11-09T20:26:10.933213,2024-11-09T21:23:10.933213,{'asset_quantity': 4.51},"{'quote_amount': 1774.69, 'asset_quantity': 8.13, 'limit_price': 1841.48, 'time_in_force': 'day'}","{'quote_amount': 3633.51, 'asset_quantity': 35.49, 'stop_price': 611.71, 'time_in_force': 'gtc'}","{'quote_amount': 6395.1, 'asset_quantity': 79.68, 'limit_price': 1328.68, 'stop_price': 1075.33, 'time_in_force': 'day'}"
7e42d831-4199-43ad-a168-84724ceb9d77,76035dd3-df90-47eb-8171-4530711ba952,TSLA,4e119245-78a7-4dc7-9c84-a81c5955398a,sell,"{'effective_price': '950.89', 'quantity': '33.8', 'timestamp': '2024-11-06T16:45:20.933342'}",market,open,1755.38,20.05,2024-11-06T16:45:20.933342,2024-11-06T17:14:20.933342,{'asset_quantity': 89.43},"{'quote_amount': 6493.67, 'asset_quantity': 29.52, 'limit_price': 708.22, 'time_in_force': 'gtc'}","{'quote_amount': 2791.65, 'asset_quantity': 85.68, 'stop_price': 174.25, 'time_in_force': 'gtc'}","{'quote_amount': 158.44, 'asset_quantity': 67.23, 'limit_price': 1279.74, 'stop_price': 906.01, 'time_in_force': 'gtc'}"
8695a504-d251-456e-a1e2-6f68835eb64e,370db917-a3aa-4d46-bd40-a4ba9b0ccd66,DIS,0844e190-4214-4c36-8a75-9bf7eeae2867,sell,"{'effective_price': '1013.8', 'quantity': '13.38', 'timestamp': '2024-11-15T17:49:11.933422'}",stop_limit,open,835.11,45.78,2024-11-15T17:49:11.933422,2024-11-15T18:52:11.933422,{'asset_quantity': 88.16},"{'quote_amount': 4221.3, 'asset_quantity': 53.94, 'limit_price': 776.35, 'time_in_force': 'day'}","{'quote_amount': 2316.34, 'asset_quantity': 36.58, 'stop_price': 1633.17, 'time_in_force': 'day'}","{'quote_amount': 1719.67, 'asset_quantity': 86.67, 'limit_price': 1222.13, 'stop_price': 951.71, 'time_in_force': 'gtc'}"
cf1cbac6-cef5-4337-a5df-062254a9562f,68b55ec5-cd8c-4d73-9e30-d4115f04397c,TSLA,f9728acf-63fe-4121-9b95-30d77bd690d4,buy,"{'effective_price': '916.03', 'quantity': '76.74', 'timestamp': '2024-11-12T12:22:23.933487'}",stop_limit,open,754.37,10.89,2024-11-12T12:22:23.933487,2024-11-12T12:32:23.933487,{'asset_quantity': 17.42},"{'quote_amount': 1953.31, 'asset_quantity': 76.88, 'limit_price': 220.51, 'time_in_force': 'gtc'}","{'quote_amount': 1116.84, 'asset_quantity': 75.5, 'stop_price': 476.66, 'time_in_force': 'gtc'}","{'quote_amount': 2127.15, 'asset_quantity': 35.07, 'limit_price': 826.87, 'stop_price': 1606.19, 'time_in_force': 'gtc'}"
445e9150-31b4-4996-9cf2-04dcf2be6e9e,1a5ed134-c7fa-4c61-a07d-deee832e8d18,GOOGL,18fa5396-23c3-4dd4-ab80-08e943e515e8,buy,"{'effective_price': '1329.17', 'quantity': '30.62', 'timestamp': '2024-11-25T01:40:22.933568'}",stop_loss,open,108.55,23.04,2024-11-25T01:40:22.933568,2024-11-25T02:30:22.933568,{'asset_quantity': 99.44},"{'quote_amount': 9795.39, 'asset_quantity': 51.33, 'limit_price': 753.78, 'time_in_force': 'gtc'}","{'quote_amount': 2525.46, 'asset_quantity': 97.61, 'stop_price': 921.34, 'time_in_force': 'gtc'}","{'quote_amount': 1542.29, 'asset_quantity': 76.84, 'limit_price': 1203.61, 'stop_price': 710.16, 'time_in_force': 'day'}"
33e7c861-7b25-451f-8d64-aa3b1f30b4a9,4ac0802e-138a-45f7-8a83-f5cd410879cf,JPM,ee4c90b7-84ed-4eea-8b82-0de66acc3a0c,buy,"{'effective_price': '1174.09', 'quantity': '99.43', 'timestamp': '2024-11-16T19:05:25.933646'}",stop_limit,closed,126.67,33.07,2024-11-16T19:05:25.933646,2024-11-16T21:04:25.933646,{'asset_quantity': 8.83},"{'quote_amount': 3715.74, 'asset_quantity': 30.24, 'limit_price': 1993.45, 'time_in_force': 'day'}","{'quote_amount': 1748.14, 'asset_quantity': 35.57, 'stop_price': 1172.73, 'time_in_force': 'day'}","{'quote_amount': 4959.38, 'asset_quantity': 5.43, 'limit_price': 960.9, 'stop_price': 336.29, 'time_in_force': 'day'}"
e72615cf-e0ba-4f95-8dc7-9f46e8a66dc1,c769d160-90a2-4608-ad07-1dfe51020795,JPM,16c787c7-5c90-4fa7-add5-475aab83e481,sell,"{'effective_price': '709.66', 'quantity': '76.04', 'timestamp': '2024-11-26T16:53:44.933705'}",market,open,417.65,60.96,2024-11-26T16:53:44.933705,2024-11-26T18:47:44.933705,{'asset_quantity': 25.96},"{'quote_amount': 6523.25, 'asset_quantity': 5.24, 'limit_price': 667.72, 'time_in_force': 'gtc'}","{'quote_amount': 8532.64, 'asset_quantity': 31.86, 'stop_price': 1493.8, 'time_in_force': 'day'}","{'quote_amount': 3910.39, 'asset_quantity': 4.5, 'limit_price': 1039.43, 'stop_price': 728.95, 'time_in_force': 'day'}"
5ea6862a-2dbd-41c4-b173-688f9a5dddcd,e47af53e-0605-4bb4-a641-edf98b07b9b4,DIS,fa14c28f-d1e1-4c28-811c-2068b79de7d5,sell,"{'effective_price': '1095.37', 'quantity': '23.21', 'timestamp': '2024-11-23T08:23:04.933787'}",stop_limit,open,924.99,86.78,2024-11-23T08:23:04.933787,2024-11-23T10:16:04.933787,{'asset_quantity': 66.92},"{'quote_amount': 3569.75, 'asset_quantity': 1.41, 'limit_price': 1445.27, 'time_in_force': 'gtc'}","{'quote_amount': 1978.26, 'asset_quantity': 63.11, 'stop_price': 762.8, 'time_in_force': 'gtc'}","{'quote_amount': 2793.98, 'asset_quantity': 73.68, 'limit_price': 1112.5, 'stop_price': 1540.79, 'time_in_force': 'day'}"
f0609e9f-9cbd-4e3d-8c3b-7ad14ee64b10,92f04805-9e1d-4df6-a29a-6cd4aad93902,JPM,24a75854-d712-4946-b5d5-a99944c5cab0,buy,"{'effective_price': '1493.13', 'quantity': '70.46', 'timestamp': '2024-11-24T17:32:22.933872'}",stop_limit,cancelled,1099.25,29.79,2024-11-24T17:32:22.933872,2024-11-24T17:52:22.933872,{'asset_quantity': 92.21},"{'quote_amount': 4403.69, 'asset_quantity': 59.25, 'limit_price': 766.87, 'time_in_force': 'day'}","{'quote_amount': 8392.09, 'asset_quantity': 17.22, 'stop_price': 900.09, 'time_in_force': 'gtc'}","{'quote_amount': 9831.45, 'asset_quantity': 11.1, 'limit_price': 1879.63, 'stop_price': 1553.46, 'time_in_force': 'day'}"
93b90d5c-1fe0-45f3-a159-aba1b80ce6d2,1b7e9027-ed47-42dd-b0ea-36ba6d188d61,TSLA,5ea1487c-d70b-437c-90fc-355aa9ba08c0,sell,"{'effective_price': '1064.42', 'quantity': '27.77', 'timestamp': '2024-11-26T07:12:23.933993'}",limit,cancelled,591.53,71.21,2024-11-26T07:12:23.933993,2024-11-26T07:41:23.933993,{'asset_quantity': 62.83},"{'quote_amount': 1636.36, 'asset_quantity': 73.73, 'limit_price': 924.39, 'time_in_force': 'gtc'}","{'quote_amount': 9418.03, 'asset_quantity': 95.08, 'stop_price': 1654.45, 'time_in_force': 'day'}","{'quote_amount': 3379.93, 'asset_quantity': 99.17, 'limit_price': 1793.42, 'stop_price': 1136.41, 'time_in_force': 'gtc'}"
3e5974c8-1d58-4507-84ae-2b6d51cefdc7,4a6d9039-8d7d-42ff-9102-645264663c38,DIS,56543cc5-e137-4f21-9323-35789a34c7e9,sell,"{'effective_price': '575.75', 'quantity': '2.69', 'timestamp': '2024-11-18T00:13:09.934070'}",limit,open,1235.62,38.94,2024-11-18T00:13:09.934070,2024-11-18T00:50:09.934070,{'asset_quantity': 87.47},"{'quote_amount': 9385.25, 'asset_quantity': 46.91, 'limit_price': 1253.27, 'time_in_force': 'gtc'}","{'quote_amount': 1322.79, 'asset_quantity': 63.51, 'stop_price': 414.25, 'time_in_force': 'gtc'}","{'quote_amount': 5517.07, 'asset_quantity': 69.4, 'limit_price': 1986.12, 'stop_price': 444.39, 'time_in_force': 'day'}"
c77b1120-076b-49ff-83c2-debfb54027b5,3cfd9fad-910e-4810-8268-a25dfadbaf5e,DIS,3f89943d-77fe-4813-a5be-d0ebc07b00e3,buy,"{'effective_price': '373.56', 'quantity': '53.06', 'timestamp': '2024-11-15T21:01:46.934138'}",stop_loss,open,495.62,32.65,2024-11-15T21:01:46.934138,2024-11-15T22:45:46.934138,{'asset_quantity': 32.45},"{'quote_amount': 4096.67, 'asset_quantity': 86.65, 'limit_price': 1929.26, 'time_in_force': 'gtc'}","{'quote_amount': 4208.75, 'asset_quantity': 28.77, 'stop_price': 930.37, 'time_in_force': 'gtc'}","{'quote_amount': 1643.79, 'asset_quantity': 13.75, 'limit_price': 1787.27, 'stop_price': 1709.11, 'time_in_force': 'gtc'}"
7d2724c6-f094-4b11-b287-18867ce093c1,6b2c5b7b-3fbf-4668-bd41-8926200a0003,TSLA,acde284b-ec93-49ca-9070-bee0dec83ec2,sell,"{'effective_price': '751.69', 'quantity': '92.82', 'timestamp': '2024-11-08T08:35:29.934198'}",market,closed,1847.82,97.03,2024-11-08T08:35:29.934198,2024-11-08T10:04:29.934198,{'asset_quantity': 98.89},"{'quote_amount': 2355.77, 'asset_quantity': 3.8, 'limit_price': 1835.31, 'time_in_force': 'gtc'}","{'quote_amount': 1983.09, 'asset_quantity': 12.04, 'stop_price': 1170.39, 'time_in_force': 'day'}","{'quote_amount': 18.62, 'asset_quantity': 11.53, 'limit_price': 1030.95, 'stop_price': 1556.56, 'time_in_force': 'day'}"
6916f074-9ab5-452a-888c-90cbf49870e9,1a465e45-9ee3-4a9e-9a78-e71c95804071,GOOGL,376f7672-7e64-421a-83b0-41fd7306c8f0,buy,"{'effective_price': '1326.37', 'quantity': '79.16', 'timestamp': '2024-11-18T17:33:39.934253'}",stop_loss,open,225.74,70.53,2024-11-18T17:33:39.934253,2024-11-18T17:36:39.934253,{'asset_quantity': 88.68},"{'quote_amount': 7510.49, 'asset_quantity': 85.01, 'limit_price': 648.36, 'time_in_force': 'day'}","{'quote_amount': 5107.03, 'asset_quantity': 97.31, 'stop_price': 1432.82, 'time_in_force': 'day'}","{'quote_amount': 2519.6, 'asset_quantity': 67.84, 'limit_price': 1752.01, 'stop_price': 453.5, 'time_in_force': 'gtc'}"
4812ef31-06c1-4afe-ba04-98f663059c01,7dc005bb-16d5-4026-89fa-0aa38f9ffeb1,MSFT,10f72e42-b56e-4e0b-91f6-06eb380a5284,sell,"{'effective_price': '1955.17', 'quantity': '43.47', 'timestamp': '2024-11-09T05:20:56.934335'}",stop_limit,cancelled,1712.63,74.44,2024-11-09T05:20:56.934335,2024-11-09T05:47:56.934335,{'asset_quantity': 10.58},"{'quote_amount': 8872.8, 'asset_quantity': 41.01, 'limit_price': 591.98, 'time_in_force': 'day'}","{'quote_amount': 3470.38, 'asset_quantity': 9.16, 'stop_price': 579.78, 'time_in_force': 'day'}","{'quote_amount': 8521.38, 'asset_quantity': 13.1, 'limit_price': 1999.2, 'stop_price': 306.55, 'time_in_force': 'gtc'}"
36824652-4168-4d15-9792-2a1d3587588b,a0eb028e-04c9-4317-ac69-acb8d7f47cf4,GOOGL,8bde0bf6-3c96-4e32-b7db-049758d588d9,sell,"{'effective_price': '184.49', 'quantity': '6.55', 'timestamp': '2024-11-02T21:00:40.934418'}",market,open,1602.89,67.44,2024-11-02T21:00:40.934418,2024-11-02T21:12:40.934418,{'asset_quantity': 28.58},"{'quote_amount': 8419.55, 'asset_quantity': 67.16, 'limit_price': 143.18, 'time_in_force': 'gtc'}","{'quote_amount': 4100.64, 'asset_quantity': 5.91, 'stop_price': 913.17, 'time_in_force': 'gtc'}","{'quote_amount': 5219.57, 'asset_quantity': 9.63, 'limit_price': 911.68, 'stop_price': 1226.4, 'time_in_force': 'gtc'}"
fd606d1f-cb84-4ca7-925e-95d698f5a778,9d265ac5-ca55-4fde-b960-0740e4e59f9c,DIS,394d123f-ed87-4d53-a087-51b8152d2660,buy,"{'effective_price': '1495.27', 'quantity': '81.64', 'timestamp': '2024-11-10T15:50:36.934503'}",market,closed,345.71,48.42,2024-11-10T15:50:36.934503,2024-11-10T17:04:36.934503,{'asset_quantity': 56.36},"{'quote_amount': 1856.81, 'asset_quantity': 46.72, 'limit_price': 1586.28, 'time_in_force': 'gtc'}","{'quote_amount': 3017.07, 'asset_quantity': 2.52, 'stop_price': 851.43, 'time_in_force': 'day'}","{'quote_amount': 6264.92, 'asset_quantity': 6.21, 'limit_price': 1246.39, 'stop_price': 1706.19, 'time_in_force': 'gtc'}"
f1e08fb5-7a7f-43c6-89f1-d38b20b3504d,73098212-bd5e-457b-bf2d-aa9d73cfbfa0,NVDA,8c091487-ac7a-4153-ad2f-81f23a377606,sell,"{'effective_price': '1019.93', 'quantity': '12.81', 'timestamp': '2024-11-26T07:29:35.934570'}",limit,closed,1716.21,17.33,2024-11-26T07:29:35.934570,2024-11-26T07:44:35.934570,{'asset_quantity': 94.33},"{'quote_amount': 5587.05, 'asset_quantity': 17.44, 'limit_price': 452.65, 'time_in_force': 'day'}","{'quote_amount': 3134.44, 'asset_quantity': 89.52, 'stop_price': 1571.28, 'time_in_force': 'gtc'}","{'quote_amount': 6004.42, 'asset_quantity': 32.33, 'limit_price': 208.16, 'stop_price': 1322.22, 'time_in_force': 'day'}"
6defaec2-3658-4357-9ad9-de867c604d70,98245975-435e-432c-b126-ab91eee6df7b,NVDA,1e607a62-4fd6-4499-a25d-0dff6a13d0ef,buy,"{'effective_price': '1281.46', 'quantity': '7.23', 'timestamp': '2024-10-29T21:28:11.934681'}",limit,cancelled,1505.05,39.26,2024-10-29T21:28:11.934681,2024-10-29T21:42:11.934681,{'asset_quantity': 66.1},"{'quote_amount': 3804.64, 'asset_quantity': 80.35, 'limit_price': 1528.76, 'time_in_force': 'gtc'}","{'quote_amount': 9644.06, 'asset_quantity': 54.05, 'stop_price': 1357.74, 'time_in_force': 'gtc'}","{'quote_amount': 3716.38, 'asset_quantity': 1.04, 'limit_price': 1156.64, 'stop_price': 684.84, 'time_in_force': 'day'}"
65c97ad2-5a58-4e56-b6ac-80bcf8f01f63,35e43d51-b8ce-4b60-b6d0-6c577f199b5f,JPM,b3a0c409-8154-4fbf-ac0a-c647901ebbd1,buy,"{'effective_price': '1692.94', 'quantity': '10.4', 'timestamp': '2024-11-22T06:12:03.934751'}",limit,cancelled,314.4,20.9,2024-11-22T06:12:03.934751,2024-11-22T08:12:03.934751,{'asset_quantity': 15.2},"{'quote_amount': 4306.66, 'asset_quantity': 13.77, 'limit_price': 1329.97, 'time_in_force': 'gtc'}","{'quote_amount': 2270.51, 'asset_quantity': 35.3, 'stop_price': 1220.16, 'time_in_force': 'gtc'}","{'quote_amount': 266.97, 'asset_quantity': 57.46, 'limit_price': 505.96, 'stop_price': 1860.25, 'time_in_force': 'day'}"
2751f527-2578-48bb-8c8d-203a2f40c8d4,1d922909-1cd1-4ec3-a85f-336b441ac332,TSLA,bd474858-fee6-46fb-8ec2-b1d9f53b32ce,buy,"{'effective_price': '416.25', 'quantity': '32.38', 'timestamp': '2024-11-11T22:59:28.934810'}",limit,closed,971.45,46.63,2024-11-11T22:59:28.934810,2024-11-12T00:16:28.934810,{'asset_quantity': 28.72},"{'quote_amount': 2089.19, 'asset_quantity': 78.41, 'limit_price': 1403.08, 'time_in_force': 'gtc'}","{'quote_amount': 9919.86, 'asset_quantity': 16.26, 'stop_price': 1997.15, 'time_in_force': 'gtc'}","{'quote_amount': 7115.44, 'asset_quantity': 98.52, 'limit_price': 1769.65, 'stop_price': 1077.04, 'time_in_force': 'day'}"
5cf9d242-fb45-4eab-a674-20483957de5b,bd7ce6ae-7ddf-48f8-b7b5-8575ab03afa4,AMZN,5a4ce26f-442a-4530-9001-1a369ea7c383,buy,"{'effective_price': '1441.19', 'quantity': '30.75', 'timestamp': '2024-11-19T03:01:54.934865'}",stop_limit,closed,854.16,44.97,2024-11-19T03:01:54.934865,2024-11-19T04:10:54.934865,{'asset_quantity': 64.35},"{'quote_amount': 1581.54, 'asset_quantity': 67.84, 'limit_price': 349.22, 'time_in_force': 'gtc'}","{'quote_amount': 4041.33, 'asset_quantity': 58.36, 'stop_price': 1220.27, 'time_in_force': 'day'}","{'quote_amount': 1762.74, 'asset_quantity': 87.69, 'limit_price': 289.59, 'stop_price': 580.07, 'time_in_force': 'day'}"
